Country,ISO3,Technology,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
Belgium,BEL,FCEV,1.0,1.0,1.0,1.0,2.0,10.0,27.0,42.0,57.0,54.0,70.0,110.0,107.0,108.0
Belgium,BEL,PHEV,17.0,42.0,690.0,650.0,2182.0,6380.0,18211.0,35137.0,42749.0,50084.0,105319.0,168391.0,239543.0,380560.0
Belgium,BEL,fast,,,,47.0,55.0,77.0,110.0,220.0,240.0,360.0,480.0,790.0,1100.0,2000.0
Belgium,BEL,slow,,,,330.0,560.0,1300.0,1500.0,1500.0,2700.0,6100.0,8000.0,12000.0,23000.0,42000.0
Brazil,BRA,BEV,10.0,8.0,22.0,51.0,135.0,189.0,391.0,489.0,667.0,1676.0,2710.0,8880.0,26490.0,58300.0
Brazil,BRA,EV,0.00034999998752,0.000280000007479,0.001300000003539,0.011400000192225,0.004959999991115,0.006279999826801,0.014719999860972,0.041800000239164,0.1338759994832798,0.20898000241141,0.338079996930901,2.02489999984391,3.904000103473672,4.740999989211559
Brazil,BRA,FCEV,,,,,,,,,,,2.0,3.0,9.0,6.0
Brazil,BRA,PHEV,,,18.0,33.0,,56.0,122.0,650.0,930.0,3500.0,5600.0,26000.0,36000.0,92000.0
Brazil,BRA,fast,,,,,,,,,4.90000009536743,4.90000009536743,4.90000009536743,4.90000009536743,4.90000009536743,4.90000009536743
Brazil,BRA,slow,,,,,,,,,26.0,220.0,400.0,800.0,3000.0,3800.0
Bulgaria,BUL,BEV,,,,,,21.0,5.0,68.0,190.0,180.0,140.0,430.0,1000.0,1800.0
Bulgaria,BUL,EV,,,,,,0.090000003576279,0.050000000745058,0.340000003576279,0.639999985694885,0.670000016689301,,2.20000004768372,4.0,5.80000019073486
Bulgaria,BUL,PHEV,,,,,,,8.0,38.0,26.0,56.0,41.0,120.0,140.0,360.0
Canada,CAN,BEV,1.0,474.0,1458.0,4021.0,8225.0,14339.0,20234.0,33740.0,68081.0,108153.0,168937.8000001907,252322.0,380490.0,525890.0
Canada,CAN,EV,0.00109999999404,0.045910001063021,0.156180000922176,0.255599999567494,0.409499993431383,0.546209986816394,1.012199983102619,1.462089993481641,3.657079944183346,5.292270118239687,9.10019972581358,16.0218401189195,24.001999910920865,47.6000000014901
Canada,CAN,FCEV,5.0,5.0,5.0,5.0,5.0,23.0,14.0,14.0,14.0,184.0,169.0,452.0,381.0,368.0
Canada,CAN,PHEV,,600.0,2900.0,4600.0,7600.0,10110.0,20405.0,30005.0,63005.0,79005.0,97400.0,140600.0,157100.0,215100.0
Canada,CAN,fast,,,2.0,7.0,55.0,63.0,140.0,670.0,840.0,980.0,2300.0,3100.0,3900.0,4800.0
Canada,CAN,slow,,,720.0,1200.0,2300.0,3400.0,3900.0,5200.0,7100.0,8000.0,11000.0,12000.0,17000.0,22000.0
Chile,CHL,BEV,,12.0,16.0,21.0,22.0,42.0,72.0,290.0,380.0,600.0,660.0,1090.0,2580.0,2510.0
Chile,CHL,EV,,0.002620000115712,0.002380000107223,0.002410000015516,0.008100000093691,0.019100000848994,0.015900000231341,0.067500000819564,0.081000000238418,0.157000001519918,0.181999996304512,0.224999997764826,0.568000003695488,0.396999999880791
Chile,CHL,FCEV,,,,,,,,,,,,2.0,3.0,2.0
Chile,CHL,PHEV,,,,,28.0,60.0,55.0,76.0,198.0,350.0,369.0,890.0,1820.0,2310.0
Chile,CHL,fast,,1.0,4.0,5.0,5.0,5.0,5.0,6.0,8.0,42.0,99.0,120.0,220.0,330.0
Chile,CHL,slow,,1.0,6.0,8.0,13.0,22.0,22.0,35.0,61.0,130.0,240.0,360.0,440.0,740.0
China,CHN,BEV,6106.0,16610.0,35310.0,59550.0,138680.0,565000.0,1160000.0,2157000.0,3423000.0,4419000.0,5478000.0,10121000.0,16938000.0,23287000.0
China,CHN,EV,0.2737099969308479,0.71886997128604,1.672199947526673,3.119599891826513,9.43869999423623,45.93499987572432,66.33999994397163,82.61999988555908,89.40999978780746,87.76000010967256,95.06999981403352,102.72999978065492,139.6899996995926,139.99999976158142
China,CHN,FCEV,,,,,,,1.0,721.0,2890.0,7200.0,9000.0,10644.0,18500.0,27080.0
China,CHN,PHEV,680.0,1300.0,2370.0,6530.0,64400.0,183017.0,285617.0,420257.0,842217.0,1033433.0,1245963.0,2187350.0,4641400.0,8541520.0
China,CHN,fast,,,,,9000.0,12000.0,55000.0,83000.0,110000.0,210000.0,310000.0,470000.0,760000.0,1200000.0
China,CHN,slow,,,,,21000.0,47000.0,86000.0,130000.0,160000.0,300000.0,500000.0,680000.0,1000000.0,1500000.0
Colombia,COL,BEV,,,,,,39.0,28.0,92.0,250.0,870.0,480.0,840.0,1900.0,3600.0
Colombia,COL,EV,,,,,,0.017000000923872,0.023000000044704,0.06700000166893,0.239999994635582,0.550000011920929,0.569999992847443,1.20000004768372,2.0,3.90000009536743
Colombia,COL,PHEV,,,,,,3.0,25.0,56.0,320.0,450.0,470.0,1700.0,2400.0,2500.0
Costa Rica,COS,BEV,,,,,,144.0,172.0,205.0,580.0,1300.0,2130.0,3500.0,5700.0,13900.0
Costa Rica,COS,EV,,,,,,0.009600000455976,0.025000000372529,0.059999998658896,0.589999973773956,1.5,2.70000004768372,3.90000009536743,5.5,12.0
Croatia,CRO,BEV,,,,,,,,,,190.0,530.0,1400.0,1400.0,1600.0
Croatia,CRO,EV,,,,,,,,,,0.409999996423721,1.89999997615814,3.79999995231628,5.0,4.59999990463257
Croatia,CRO,PHEV,,,,,,,,,,67.0,140.0,400.0,840.0,990.0
Cyprus,CYP,BEV,,,,,,,,,,23.0,42.0,84.0,400.0,790.0
Cyprus,CYP,EV,,,,,,,,,,0.189999997615814,1.39999997615814,1.70000004768372,5.40000009536743,8.80000019073486
Cyprus,CYP,PHEV,,,,,,,,,,,83.0,98.0,230.0,510.0
Czech Republic,CZE,BEV,,,,,,300.0,200.0,390.0,700.0,760.0,3300.0,2700.0,3900.0,6700.0
Czech Republic,CZE,EV,,,,,,0.129999995231628,0.079999998211861,0.140000000596046,0.379999995231628,0.490000009536743,2.5,3.09999990463257,3.90000009536743,5.40000009536743
Czech Republic,CZE,PHEV,,,,,,,,,280.0,470.0,2000.0,3700.0,3600.0,5300.0
Denmark,DNK,BEV,84.0,964.0,2054.0,2428.0,4912.0,13065.0,10694.0,10105.0,12411.0,22869.0,48070.0,96736.0,148599.0,275100.0
Denmark,DNK,EV,0.202100000577047,0.530800000298769,1.164999991655351,1.229000013321639,1.365999972447753,3.993999971076845,2.219000039622187,1.562000012025237,3.945999890565873,15.04099961183966,25.72800004482269,68.74999962747097,99.7999999076128,106.38000011444092
Denmark,DNK,FCEV,,,,15.0,1.0,75.0,82.0,98.0,93.0,109.0,203.0,318.0,242.0,239.0
Denmark,DNK,PHEV,20.0,22.0,43.0,38.0,206.0,1175.0,1931.0,2644.0,8561.0,14135.0,48613.0,119124.0,127596.0,128887.0
Denmark,DNK,fast,,,3.0,56.0,120.0,270.0,310.0,370.0,390.0,450.0,560.0,240.0,1200.0,3000.0
Denmark,DNK,slow,,,900.0,990.0,1600.0,2100.0,4200.0,4200.0,4300.0,4500.0,5400.0,7000.0,8300.0,14000.0
Estonia,EST,BEV,,,,,,34.0,35.0,26.0,85.0,80.0,340.0,480.0,730.0,1400.0
Estonia,EST,EV,,,,,,0.159999996423721,0.150000005960464,0.180000007152557,0.46000000834465,0.360000014305115,1.79999995231628,3.20000004768372,5.40000009536743,8.80000019073486
Estonia,EST,PHEV,,,,,,,,20.0,33.0,17.0,75.0,240.0,430.0,560.0
Finland,FIN,BEV,,86.0,161.0,220.0,540.0,850.0,1073.0,2185.0,3517.0,7076.0,14634.0,34612.0,63154.0,119736.0
Finland,FIN,EV,,0.027000000467524,0.178600002080202,0.2269999943673609,0.4439999982714649,0.6580000221729281,1.560000039637093,4.096999872475864,6.270999804139141,16.465300331125036,31.48810018319636,89.1859999615699,121.86900027096272,129.02000056952238
Finland,FIN,FCEV,,,,,,,,,,1.0,1.0,2.0,2.0,2.0
